millis,Pres,Temp,NH3,CO,NO2
653403,101054,28.1,358,923,107
653725,101052,28.1,358,923,107
654048,101053,28.1,358,923,107
654371,101053,28.1,358,923,107
654694,101052,28.1,358,924,107
655016,101051,28.1,358,925,107
655340,101051,28.1,359,925,107
655663,101051,28.1,359,925,107
655985,101056,28.1,359,925,107
656309,101051,28.1,359,925,107
656631,101049,28.1,359,924,107
656957,101050,28.1,359,924,107
657281,101052,28.1,358,924,107
657603,101052,28.1,358,924,107
657926,101051,28.1,358,924,107
658249,101046,28.1,358,924,107
658572,101049,28.1,358,925,107
658895,101051,28.1,358,925,107
659218,101046,28.1,358,925,107
659542,101051,28.1,358,925,107
659864,101047,28.1,358,924,107
660188,101049,28.1,358,924,107
660510,101043,28.1,358,925,107
660834,101052,28.2,358,924,107
661156,101048,28.2,357,922,107
661479,101050,28.2,357,921,107
661806,101050,28.2,357,919,107
662128,101048,28.2,356,919,107
662451,101049,28.2,356,919,107
662774,101050,28.2,356,919,107
663104,101047,28.2,356,919,107
663427,101050,28.2,355,920,107
663750,101048,28.2,355,920,107
664073,101049,28.2,355,920,107
664396,101051,28.2,355,921,107
664719,101051,28.2,355,921,107
665041,101050,28.2,355,921,107
665365,101047,28.2,355,921,107
665688,101050,28.2,355,921,107
666011,101050,28.2,355,921,107
666337,101051,28.2,355,920,107
666659,101050,28.2,355,920,107
666983,101051,28.2,355,920,107
667305,101053,28.2,355,920,107
667629,101051,28.2,355,921,107
667952,101050,28.2,355,920,107
668274,101049,28.2,355,920,107
668598,101049,28.2,355,920,107
668920,101051,28.2,355,920,107
669244,101053,28.2,355,920,107
669566,101049,28.2,355,920,107
669890,101049,28.2,355,920,107
670213,101048,28.2,355,920,107
670535,101044,28.2,355,920,107
670862,101052,28.2,355,920,107
671184,101053,28.2,355,920,107
671508,101052,28.2,355,920,107
671831,101053,28.2,355,920,107
672153,101061,28.2,355,920,107
672477,101048,28.2,355,920,107
672806,101051,28.2,355,920,107
673129,101048,28.2,355,920,107
673452,101050,28.2,355,920,107
673775,101047,28.2,355,920,107
674098,101050,28.2,355,920,107
674421,101048,28.2,355,920,107
674744,101051,28.2,355,920,107
675067,101044,28.2,355,920,107
675393,101048,28.2,355,920,107
675716,101050,28.2,355,920,107
676039,101051,28.2,355,920,107
676362,101048,28.2,355,920,107
676685,101045,28.2,355,920,107
677008,101047,28.2,355,920,107
677330,101045,28.2,355,920,107
677654,101047,28.2,355,920,107
677977,101049,28.2,355,920,107
678300,101046,28.2,355,920,107
678623,101046,28.2,355,920,107
678946,101046,28.2,355,920,107
679269,101051,28.2,355,920,107
679592,101050,28.2,355,920,107
679918,101048,28.2,355,920,107
680241,101048,28.2,355,920,107
680564,101046,28.2,355,920,107
680887,101051,28.2,355,921,107
681210,101050,28.2,355,921,107
681533,101048,28.2,356,921,107
681856,101047,28.2,356,921,107
682179,101047,28.2,356,921,107
682509,101050,28.2,356,921,107
682831,101048,28.2,356,921,107
683155,101046,28.2,356,921,107
683478,101046,28.2,356,921,107
683800,101049,28.2,356,921,107
684124,101047,28.2,356,921,107
684446,101050,28.2,356,921,107
684772,101044,28.2,356,922,107
685095,101044,28.2,356,921,107
685418,101047,28.2,356,921,107
685741,101043,28.2,356,922,107
686064,101049,28.2,356,921,107
686387,101049,28.2,356,921,107
686709,101050,28.2,356,921,107
687033,101047,28.2,356,921,107
687355,101043,28.2,356,921,107
687678,101050,28.2,356,921,107
688002,101047,28.2,356,921,107
688324,101047,28.2,356,921,107
688647,101047,28.2,356,921,107
688970,101047,28.2,356,921,107
689296,101049,28.2,356,921,107
689618,101047,28.2,356,921,107
689941,101052,28.2,356,921,107
690265,101051,28.2,356,921,107
690587,101049,28.2,356,922,107
690910,101050,28.2,356,922,107
691233,101047,28.2,356,922,107
691556,101049,28.2,356,922,107
691878,101049,28.2,356,922,107
692207,101049,28.2,356,922,107
692531,101051,28.2,356,922,107
692854,101049,28.2,357,922,107
693177,101045,28.2,357,921,107
693499,101047,28.2,357,921,107
693825,101047,28.2,357,921,107
694149,101049,28.3,356,921,107
694471,101047,28.3,356,921,107
694795,101050,28.2,356,921,107
695117,101048,28.3,356,921,107
695440,101050,28.3,356,921,107
695763,101044,28.2,356,921,107
696086,101047,28.3,356,921,107
696410,101050,28.3,356,921,107
696732,101050,28.3,356,921,107
697056,101051,28.3,356,921,107
697378,101050,28.3,356,921,107
697701,101046,28.3,356,921,107
698024,101049,28.3,356,921,107
698350,101048,28.3,356,921,107
698674,101052,28.3,356,921,107
698996,101048,28.3,356,921,107
699319,101045,28.3,356,921,107
699642,101045,28.3,356,921,107
699965,101046,28.3,356,921,107
700289,101045,28.3,356,921,107
700611,101044,28.3,356,921,107
700935,101046,28.3,356,921,107
701257,101047,28.3,356,921,107
701581,101044,28.3,356,921,107
701908,101048,28.3,356,921,107
702233,101048,28.3,356,921,107
702556,101049,28.3,356,921,107
702879,101049,28.3,356,921,107
703205,101045,28.3,356,921,107
703527,101047,28.3,356,921,107
703851,101045,28.3,356,921,107
704174,101048,28.3,356,921,107
704497,101046,28.3,356,921,107
704820,101039,28.3,356,921,107
705143,101048,28.3,356,921,107
705466,101047,28.3,356,921,107
705788,101044,28.3,356,921,107
706112,101047,28.3,356,921,107
706435,101052,28.3,356,921,107
706758,101051,28.3,356,921,107
707081,101051,28.3,356,921,107
707404,101050,28.3,356,921,107
707730,101048,28.3,356,921,107
708052,101046,28.3,356,921,107
708376,101050,28.3,356,921,107
708699,101046,28.3,356,921,107
709021,101049,28.3,356,921,107
709345,101048,28.3,356,921,107
709667,101046,28.3,356,921,107
709991,101044,28.3,356,921,107
710313,101044,28.3,356,921,107
710637,101043,28.3,356,921,107
710960,101045,28.3,356,921,107
711282,101049,28.3,356,920,107
711611,101049,28.3,356,920,107
711934,101050,28.3,356,920,107
712260,101045,28.3,356,920,107
712584,101045,28.3,356,920,107
712906,101048,28.3,356,920,107
713230,101046,28.3,356,920,107
713552,101049,28.3,356,920,107
713876,101047,28.3,356,920,107
714199,101046,28.3,356,920,107
714522,101042,28.3,356,920,107
714845,101045,28.3,356,920,107
715167,101049,28.3,356,920,107
715491,101043,28.3,356,920,107
715813,101045,28.3,356,920,107
716137,101050,28.3,356,920,107
716460,101052,28.3,356,920,107
716785,101046,28.3,356,920,107
717109,101051,28.3,356,920,107
717431,101046,28.3,356,920,107
717755,101045,28.3,356,920,107
718077,101044,28.3,356,920,107
718401,101048,28.3,356,920,107
718724,101044,28.3,356,920,107
719047,101046,28.3,356,920,107
719370,101044,28.3,356,920,108
719692,101049,28.3,356,920,107
720016,101046,28.3,355,920,108
720338,101045,28.3,355,920,107
720662,101047,28.3,355,920,107
720985,101045,28.3,355,920,108
721317,101043,28.3,355,920,107
721640,101046,28.3,356,920,108
721963,101044,28.3,356,920,108
722286,101047,28.3,356,920,108
722609,101046,28.3,356,920,108
722931,101049,28.4,355,920,108
723255,101045,28.3,355,920,108
723577,101052,28.4,356,920,108
723900,101043,28.4,356,920,108
724224,101048,28.4,356,920,108
724546,101045,28.4,356,920,108
724869,101048,28.4,356,920,108
725192,101047,28.4,356,920,108
725515,101045,28.4,356,919,108
725837,101051,28.4,356,919,108
726163,101047,28.4,356,919,108
726487,101047,28.4,356,920,108
726809,101046,28.4,357,920,108
727132,101049,28.4,357,921,108
727455,101045,28.4,358,921,108
727778,101044,28.4,358,920,108
728100,101044,28.4,358,920,108
728424,101043,28.4,358,920,108
728747,101042,28.4,359,921,108
729069,101043,28.4,359,921,108
729393,101044,28.4,359,921,108
729715,101045,28.4,359,921,108
730038,101046,28.4,359,921,108
730361,101044,28.4,360,921,108
730687,101045,28.4,360,921,108
731015,101043,28.4,360,920,108
731339,101043,28.4,360,920,108
731662,101042,28.4,360,920,108
731985,101045,28.4,360,920,108
732308,101042,28.4,360,920,108
732632,101044,28.4,360,920,108
732954,101042,28.4,361,920,108
733278,101041,28.4,361,919,108
733600,101043,28.4,361,919,108
733923,101045,28.4,361,919,108
734246,101041,28.4,361,919,108
734569,101039,28.4,361,919,108
734893,101043,28.4,361,919,108
735218,101040,28.4,361,919,108
735541,101043,28.4,361,919,108
735864,101044,28.4,361,919,108
736187,101042,28.4,361,919,108
736510,101044,28.4,361,920,108
736833,101046,28.4,361,919,108
737157,101043,28.4,361,919,108
737479,101044,28.4,361,918,108
737803,101041,28.4,362,919,108
738125,101039,28.4,362,920,108
738448,101041,28.4,362,920,108
738771,101044,28.4,362,920,108
739094,101040,28.4,362,920,108
739418,101050,28.4,362,919,108
739743,101050,28.4,362,919,108
740066,101043,28.4,362,919,108
740389,101050,28.4,362,919,108
740717,101047,28.4,362,919,108
741042,101046,28.4,362,919,108
741364,101047,28.4,362,920,108
741688,101047,28.4,362,919,108
742010,101045,28.4,362,919,108
742334,101047,28.4,362,919,108
742657,101048,28.4,362,919,108
742980,101047,28.4,361,919,108
743303,101045,28.4,361,919,108
743625,101045,28.4,361,919,108
743949,101047,28.4,361,919,108
744271,101043,28.4,361,920,108
744598,101051,28.4,361,920,108
744921,101041,28.4,361,920,108
745243,101046,28.4,361,920,108
745567,101050,28.5,361,920,108
745889,101050,28.4,361,920,108
746213,101049,28.4,361,920,108
746535,101047,28.4,361,920,108
746859,101045,28.4,361,920,108
747182,101048,28.4,361,920,108
747504,101051,28.4,360,920,108
747828,101048,28.4,360,919,108
748150,101048,28.5,360,919,108
748474,101051,28.5,360,919,108
748796,101050,28.5,360,920,108
749122,101052,28.5,360,920,108
749446,101050,28.5,360,920,108
749768,101048,28.5,360,920,108
750092,101046,28.5,360,920,108
750419,101049,28.5,360,920,108
750744,101046,28.5,360,920,108
751068,101052,28.5,360,920,108
751390,101048,28.5,360,920,108
751714,101046,28.5,360,920,108
752036,101051,28.5,360,920,108
752360,101048,28.5,360,920,108
752683,101048,28.5,360,920,108
753005,101046,28.5,360,920,108
753329,101046,28.5,360,920,108
753654,101050,28.5,360,920,108
753978,101046,28.5,360,921,108
754300,101046,28.5,360,921,108
754624,101047,28.5,361,921,108
754947,101043,28.5,361,921,109
755270,101046,28.5,361,921,109
755593,101047,28.5,361,921,109
755916,101045,28.5,361,921,109
756240,101046,28.5,361,921,109
756562,101047,28.5,361,921,109
756886,101047,28.5,361,921,109
757209,101051,28.5,361,921,109
757532,101047,28.5,360,920,109
757855,101048,28.5,360,920,109
758181,101050,28.5,360,921,109
758504,101052,28.5,361,921,109
758827,101047,28.5,361,921,109
759150,101052,28.5,361,921,109
759473,101053,28.5,361,920,109
759796,101050,28.5,361,920,109
760124,101048,28.5,361,920,109
760449,101047,28.5,361,920,109
760772,101047,28.5,361,920,109
761095,101047,28.5,361,920,109
761418,101045,28.5,361,920,109
761741,101048,28.5,360,920,109
762064,101049,28.5,360,919,109
762387,101045,28.5,360,919,109
762721,101048,28.5,360,919,109
763044,101047,28.5,360,919,109
763367,101049,28.5,360,919,109
763691,101048,28.5,360,920,109
764013,101047,28.5,360,920,109
764337,101048,28.5,361,920,109
764659,101049,28.5,361,920,109
764983,101050,28.5,361,921,109
765305,101047,28.5,362,921,109
765628,101051,28.5,362,921,109
765952,101045,28.5,362,921,109
766274,101049,28.5,363,921,109
766598,101047,28.5,363,921,109
766920,101047,28.5,363,921,109
767244,101048,28.5,363,921,109
767569,101047,28.5,363,921,109
767893,101046,28.5,363,921,109
768216,101047,28.5,363,921,109
768539,101053,28.5,363,921,109
768863,101047,28.5,364,922,109
769185,101050,28.5,364,922,109
769514,101047,28.5,364,922,109
769839,101045,28.5,364,922,109
770161,101046,28.5,364,922,109
770485,101048,28.5,365,922,109
770807,101048,28.5,365,922,109
771131,101048,28.5,365,922,109
771454,101052,28.5,365,922,109
771777,101050,28.5,365,922,109
772104,101049,28.5,365,922,109
772426,101050,28.5,365,922,109
772750,101047,28.5,365,922,109
773073,101048,28.5,366,923,110
773396,101048,28.5,366,923,109
773720,101048,28.5,366,923,110
774043,101052,28.5,366,923,110
774366,101051,28.5,366,923,110
774689,101057,28.5,366,923,110
775012,101058,28.5,366,923,110
775335,101060,28.5,366,923,110
775659,101059,28.5,366,923,110
775982,101060,28.5,366,922,110
776305,101063,28.5,365,922,110
776631,101057,28.5,365,922,110
776954,101054,28.5,364,922,110
777278,101059,28.5,364,921,110
777601,101058,28.5,364,921,110
777924,101055,28.5,364,921,110
778247,101057,28.5,363,921,110
778570,101060,28.5,363,921,110
778894,101062,28.5,363,921,110
779222,101051,28.5,363,921,110
779546,101058,28.5,363,921,110
779870,101056,28.5,363,921,110
780192,101058,28.5,363,920,110
780516,101058,28.5,362,920,110
780838,101061,28.5,362,920,110
781165,101060,28.5,362,920,110
781488,101057,28.5,362,920,110
781810,101057,28.5,362,920,110
782134,101059,28.5,362,920,110
782457,101057,28.5,361,920,110
782780,101055,28.5,361,920,110
783104,101056,28.5,361,920,110
783426,101060,28.5,361,920,110
783750,101057,28.5,361,919,110
784072,101055,28.5,361,919,110
784395,101061,28.5,361,919,110
784718,101057,28.5,361,919,110
785084,101055,28.5,360,919,110
785406,101057,28.5,360,919,109
785730,101055,28.5,360,919,110
786056,101059,28.5,360,919,110
786379,101060,28.5,360,919,109
786702,101061,28.5,360,919,109
787024,101058,28.5,360,919,109
787348,101061,28.5,360,920,109
787671,101057,28.5,360,920,109
787994,101060,28.6,360,920,109
788317,101061,28.6,359,920,109
788640,101062,28.6,359,920,109
788968,101063,28.6,359,920,110
789293,101057,28.6,359,920,109
789615,101059,28.6,359,920,109
789939,101054,28.6,359,920,110
790261,101056,28.6,359,920,109
790587,101056,28.6,359,920,110
790910,101056,28.6,359,920,110
791233,101056,28.6,359,920,109
791557,101051,28.6,359,920,110
791879,101057,28.6,359,920,110
792203,101062,28.6,359,920,109
792525,101058,28.6,359,920,110
792849,101055,28.6,359,920,110
793171,101057,28.6,359,920,110
793494,101058,28.6,359,920,110
793818,101060,28.6,359,920,110
794140,101065,28.6,359,920,109
794464,101055,28.6,358,920,109
794786,101060,28.6,358,920,109
795112,101062,28.6,358,920,110
795436,101063,28.6,358,920,109
795758,101061,28.6,358,920,110
796081,101065,28.6,358,921,109
796404,101059,28.6,358,921,110
796727,101058,28.6,358,921,110
797049,101065,28.6,358,921,110
797373,101063,28.6,358,921,109
797696,101063,28.6,358,921,110
798018,101064,28.6,358,922,110
798342,101064,28.6,358,922,110
798669,101064,28.6,358,922,110
798994,101062,28.6,358,922,110
799316,101062,28.6,358,922,110
799642,101060,28.6,358,922,110
799966,101059,28.6,358,922,110
800288,101060,28.6,358,922,110
800611,101060,28.6,358,922,110
800934,101060,28.6,358,922,110
801257,101058,28.6,358,922,110
801580,101061,28.6,358,922,110
801903,101061,28.6,358,922,110
802226,101056,28.6,358,922,110
802548,101058,28.6,358,922,110
802872,101059,28.6,358,922,110
803194,101058,28.6,358,922,110
803517,101059,28.6,358,922,110
803841,101060,28.6,358,922,110
804166,101062,28.6,358,922,110
804489,101056,28.6,358,921,110
804812,101065,28.6,358,921,110
805135,101058,28.6,358,921,110
805458,101061,28.6,358,921,110
805781,101058,28.6,358,922,110
806105,101058,28.6,358,922,110
806427,101058,28.6,358,922,110
806750,101058,28.6,358,922,110
807073,101061,28.6,358,922,110
807396,101058,28.6,358,922,110
807719,101060,28.6,358,922,110
808042,101059,28.6,358,922,110
808366,101060,28.6,358,922,110
808695,101064,28.6,358,921,110
809021,101064,28.6,357,921,110
809344,101061,28.6,357,921,110
809667,101055,28.6,357,921,110
809990,101062,28.7,357,922,110
810313,101058,28.6,357,922,110
810636,101063,28.7,357,922,110
810959,101063,28.7,357,922,110
811282,101060,28.7,357,922,110
811606,101061,28.7,356,922,110
811928,101060,28.7,356,922,110
812251,101059,28.7,356,922,110
812574,101061,28.7,356,922,110
812897,101058,28.7,356,923,110
813220,101060,28.7,356,923,110
813546,101059,28.7,356,923,110
813870,101060,28.7,356,923,110
814192,101057,28.7,356,923,110
814515,101062,28.7,357,923,110
814838,101058,28.7,357,923,110
815161,101060,28.7,357,923,110
815484,101058,28.7,357,923,110
815807,101061,28.7,357,923,110
816131,101060,28.7,357,924,110
816453,101060,28.7,358,924,110
816777,101059,28.7,358,924,110
817099,101058,28.7,358,924,110
817422,101060,28.7,358,924,110
817745,101055,28.7,358,924,110
818076,101054,28.7,358,924,110
818401,101057,28.7,358,924,110
818723,101057,28.7,358,924,110
819047,101054,28.7,358,924,110
819369,101057,28.7,358,924,110
819693,101056,28.7,358,924,110
820016,101057,28.7,358,923,111
820339,101054,28.7,357,923,110
820662,101059,28.7,357,924,110
820985,101058,28.7,357,924,110
821308,101060,28.7,357,924,111
821630,101057,28.7,357,924,110
821954,101058,28.7,357,924,110
822277,101056,28.7,357,924,111
822603,101054,28.7,357,924,111
822926,101055,28.7,357,924,111
823248,101057,28.7,357,924,111
823572,101058,28.7,357,924,111
823895,101058,28.7,357,924,111
824218,101058,28.7,357,924,111
824541,101059,28.7,357,924,111
824864,101056,28.7,357,924,111
825187,101061,28.7,357,924,111
825510,101057,28.7,357,924,111
825833,101061,28.7,357,924,111
826157,101061,28.7,357,924,111
826479,101059,28.7,357,924,111
826803,101064,28.7,357,924,111
827125,101062,28.7,357,924,111
827451,101057,28.7,357,924,111
827780,101059,28.7,356,924,111
828103,101060,28.7,356,924,111
828427,101061,28.7,356,924,111
828749,101063,28.7,356,924,111
829073,101061,28.7,356,924,111
829395,101058,28.7,356,924,111
829719,101064,28.7,356,924,111
830042,101063,28.7,356,924,111
830365,101060,28.7,356,924,111
830688,101056,28.7,356,924,111
831011,101056,28.7,356,924,111
831334,101061,28.7,356,925,111
831657,101059,28.7,356,925,111
831983,101055,28.7,356,925,111
832306,101060,28.7,356,925,111
832628,101061,28.7,356,925,111
832952,101058,28.7,356,925,111
833274,101059,28.7,356,925,111
833598,101060,28.7,356,925,111
833921,101059,28.7,357,925,111
834243,101057,28.7,357,925,111
834567,101059,28.7,357,925,111
834889,101061,28.7,357,925,111
835212,101058,28.7,357,926,111
835535,101060,28.7,357,926,111
835858,101059,28.7,357,926,111
836180,101059,28.7,357,926,111
836507,101058,28.7,357,925,111
836830,101056,28.7,357,925,111
837152,101054,28.7,357,925,111
837476,101062,28.8,357,926,111
